8405013501305129ENGLISH AND SPANISH      21222211126
8405013501305152                         12222224313
8405013501305169BRITISH                  12221231331
8405013501305179                         12122221441
8405013501305189BRITISH ACAT             99229991349
8405013501305192ENGLISH                  22222234442
8405013501305209                         12112121493
8405013501305219ENG                      22122224441
8405014501401021                         22122212232
8405014501401059                         22222211121
8405014501401061                         22121211143
8405014501401081                         12221211233
8405014501401099                         12222222341
8405014501401101                         22222211243
8405014501401121                         22222221143
8405014501401149                         22222211333
8405014501401161                         12112211943
8405014501401171                         22222211243
8405014501401181                         22122211143
8405014501401212NONE                     22122211446
8405014501401221                         22122211136
8405014501404011                         22222212233
8405014501404029                         22222211322
8405014501404031                         22222211113
8405014501404049                         22222221243
8405014501404059                         22222211321
8405014501404069                         22222151121
8405014501404072ENGLISH                  12222221142
8405014501404081                         22122231433
8405014501404091                         22222212243
8405014501404101                         22222211233
8405014501404111                         12222212233
8405014501404121                         12221221213
8405014501404131                         22222211233
8405014501404142ENGLISH                  12222211111
8405014501404151                         12222221243
8405014501404161                         22222211143
8405014501404191                         22122222233
8405014501404201                         12222211339
8405014501404219                         21122211232
8405014501404221                         22222211131
8405014501404231                         22212211233
8405014501404241                         12222212113
8405015501504019                         21222251239
8405015501504029                         12222231221
8405015501504039                         12122221111
8405015501504049                         22222221141
8405015501504059                         12222211241
8405015501504062ENGLISH                  12222212241
8405015501504079PIGLATEN                 99999999999
8405015501504099                         99999999999
8405015501504102DAINISH                  12212221231
8405015501504119                         12222232231
8405015501504129                         12222221231
8405015501504149                         99999991241
8405015501504159                         21111232341
8405015501504162PIG LATIN                22222222349
8405015501504179                         12222211241
8405015501504189                         12212212441
8405015501504199                         12122211141
8405015501504209                         21222222231
8405015501505019                         12222241221
8405015501505029                         12222222331
8405015501505039                         11121222231
8405015501505049                         99999991231
8405015501505059I DON T SPEAK ANOTHE     12222222331
8405015501505079                         12222222223
8405015501505089                         12222242231
8405015501505099                         99999994411
8405015501505109                         12222212221
8405015501511029                         11212212231
8405015501511039                         12221213241
8405015501511051                         12112211331
8405015501511061                         12121212241
8405015501511089                         22222241231
8405015501511099                         12222211131
8405015501511109                         99999992231
8405015501511112ITALIAN,KOREAN,GEEK      21222212324
8405015501511129                         12192211111
8405015501511139                         99999999999
8405015501511142EAGESH                   12222111141
8405015501511159                         22122212331
8405015501511169                         12222221231
8405015501511179                         12222222441
8405015501511189                         12212212241
8405015501511199                         11112212235
8405015501511202HINDI                    11122212224
8405015501511219                         12222221441
8405015501511229                         12212212145
8405016501601029ENGLISH                  22222221136
8405016501601032ENGLISH                  12129211146
8405016501601042ENGLISH                  22221211136
8405016501601052                         12122131133
8405016501601062                         22211214236
8405016501601072NAVAJO                   12122231236
8405016501601082JAPANESE                 22222231136
8405016501601092                         99999991423
8405016501601109                         12212212119
8405016501601119                         21121211113
8405016501601129                         12221231126
8405016501601132                         22121121146
8405016501601142NAVIJO                   11111221239
8405016501601159JUST ENGLISH             12122139426
8405016501601162                         12121222126
8405016501601172                         99999991146
8405016501601189                         22222211149
8405016501601192JAPANESE AND KOAREN      22112222936
8405016501601209ENGLISH                  22222299926
8405016501602019                         12111129996
8405016501602021                         12121121236
8405016501602039                         99999991349
8405016501602049                         22122211129
8405016501602059                         22222294449
8405016501602061                         11111122113
8405016501602072ENGLISH                  99999991246
8405016501602082NAVJO                    12222211146
8405016501602092NAVAJO                   12122212142
8405016501602109NAVJO                    22222231136
8405016501602119                         22212211421
8405016501602122NAVAJO                   11129942146
8405016501602132NAVAJO                   21122241346
8405016501602142NAVAJO                   12222124436
8405016501602152NAVAGO                   11222221146
8405016501602162NAVJO                    11291231149
8405016501602179NOVJO                    21121211149
8405016501602182                         19991132113
8405016501602199NAVOJO                   11192132229
8405017501701019                         12221152441
8405017501701029                         22222221231
8405017501701039NONE                     12219211331
8405017501701049                         12212211341
8405017501701059                         22122112141
8405017501701069                         11222211241
8405017501701072GERMAN                   21112241445
8405017501701082                         22112124121
8405017501701091                         12222211216
8405017501701109                         99999991235
8405017501701111                         99999991235
8405017501701129                         12221231226
8405017501701131                         11112221245
8405017501701149                         12222231445
8405017501701159                         11121222421
8405017501701169                         22222231241
8405017501701172ALONE                    12222231243
8405017501702011                         22222111141
8405017501702029                         11222221341
8405017501702039                         12122112445
8405017501702049                         22222219991
8405017501702059                         11212212131
8405017501702069                         22221254431
8405017501702079                         11112212241
8405017501702081                         12222211241
8405017501702099                         12222211235
8405017501702109                         22112251449
8405017501702119                         12222212241
8405017501702129                         12222291235
8405017501702139                         12222241241
8405017501702149                         12222211345
8405017501702162ENGRESIH                 12122211241
8405017501702171                         22222211241
8405018501801019                         22222211341
8405018501801029                         22122124235
8405018501801039NONE                     22122212229
8405018501801042BRITISH                  22112111232
8405018501801052                         11112111326
8405018501801062ENGLISH                  12122121131
8405018501801072                         12121111243
8405018501801089                         22222114411
8405018501801099                         22222211241
8405018501801101                         21222221241
8405018501801129                         22112111221
8405018501801139ENGLISH                  12122211115
8405018501801142NOTING                   12121231131
8405018501801151                         12122212339
8405018501801162(SOME) GERMAN, SPANISH   22222221141
8405018501801179                         22122221112
8405018501802019                         22222241131
8405018501802029                         12229211239
8405018501802039                         22122221211
8405018501802049                         12222132131
8405018501802059                         22122231123
8405018501802069                         22121211135
8405018501802071                         21229911932
8405018501802089                         22122211231
8405018501802092ALLSTRAILIAN RUSSIAN     21221211141
8405019501901019                         12212211221
8405019501901021                         12222112221
8405019501901039                         12222211321
8405019501901049                         11222221241
8405019501901059                         11222211221
8405019501901069                         12222221231
8405019501901079                         12212211141
8405019501901082A FEW WORDS OF SPANISH   11112211221
8405019501901092FRENCH AND SPANISH       22222211231
8405019501901109                         12122211341
8405019501901119                         12212231221
8405019501901129                         22212212231
8405019501902019                         21212231241
8405019501902029                         22212212221
8405019501902032                         12222222241
8405019501902049                         12212212239
8405019501902059                         12222221129
8405019501902069                         12222221939
8405019501902079                         12112212241
8405019501902089                         22212211339
8405019501902099                         11912212231
8405019501902109NONE                     22212221441
8405019501902119                         22222242431
8405019501902129                         11222212241
8405021502103011                         22222111113
8405021502103022                         22229913223
8405021502103031                         11129194133
8405021502103041                         11222211143
8405021502103059                         21212142312
8405021502103061                         21122211143
8405021502103071                         12222223233
8405021502103089                         11122223443
8405021502103091                         22221211333
8405021502103101                         22122211233
8405021502103111                         22222212233
8405021502103131                         11222221443
8405021502103141                         12122211233
8405021502103151                         12222211443
8405021502103161                         12122211243
8405021502103181                         92222211123
8405021502103191                         11122211433
8405021502103201                         12222229993
8405021502103211                         22222211443
8405021502103231                         11112123233
8405021502103241                         22222213123
8405021502103251                         21222231243
8405021502103261                         21222211139
8405021502103271                         22221111139
8405021502103281                         22222293413
8405021502103291                         21122221233
8405021502103301                         11122211333
8405021502103311                         21222221133
8405021502103321                         11111213343
8405021502103332                         11121252333
8405021502105011                         11222221141
8405021502105021                         12221211133
8405021502105031                         12222254441
8405021502105041                         22222212133
8405021502105059                         22222243343
8405021502105061                         12222221333
8405021502105071                         11122221414
8405021502105082ENGLISH                  12121111231
8405021502105091                         11222212443
8405021502105102ONLY ENGLISH             22122241323
8405021502105121                         21222231243
8405021502105131                         22112221133
8405021502105142EDEMESH AND SPANSHIS     11222222243
8405021502105151                         12222222423
8405021502105161                         21222211143
8405021502105171                         22222211143
8405021502105181                         12222231233
8405021502105191                         12122211223
8405021502105201                         11112222243
8405021502105211                         22222213133
8405021502105231                         12222232243
8405021502105241                         12122211133
8405021502105261                         11222211133
8405021502105271                         21222211231
8405021502105289                         22222212143
8405021502105299                         22222212443
8405021502105301                         22222213123
8405021502105311                         22222221143
8405021502105329                         22222231443
8405021502105331                         12222232243
8405022502201019HAITIAN                  22111211142
8405022502201022                         99999992232
8405022502201031                         22222221113
8405022502201049                         22212112222
8405022502201059                         12122111322
8405022502201062NONE                     12211221142
8405022502201079NONE                     22211221142
8405022502201082ENGLISH                  22211221212
8405022502201099                         22222122239
8405022502201102                         11112252139
8405022502201119ENGLISH                  12111122296
8405022502201129                         22222151142
8405022502201132                         99921222423
8405022502201151                         21121152423
8405022502201169                         22121211142
8405022502201172MIX                      99999931445
8405022502201181                         12212132443
8405022502201192JAIDON                   12212151333
8405022502201202ENGLISH                  12112221343
8405022502201211                         22112231122
8405022502201222                         12229921143
8405022502201232                         12111191143
8405022502201242                         91992154233
8405022502202012                         12221211942
8405022502202029JUST ENGLISH             22212129992
8405022502202032ENGLISH                  22222211342
8405022502202049                         11112131342
8405022502202052ENGLISH                  21112231242
8405022502202061                         22111221112
8405022502202072ENGLISH                  22122231122
8405022502202089                         22212111242
8405022502202099                         11229211442
8405022502202102SPANISH AND ENGLISH      22112241112
8405022502202111                         22212251143
8405022502202129ENGLISH                  22111211442
8405022502202131                         12222211341
8405022502202142                         22121129992
8405022502202159                         22222222442
8405022502202171                         99111111213
8405022502202189                         99999999992
8405022502202191                         22222231243
8405022502202201                         22112121132
8405022502202211                         12112211112
8405022502202229                         22112111142
8405022502202231                         22222241141
8405022502203022                         11122131232
8405023502307019                         12222212231
8405023502307029                         22222211445
8405023502307039                         12222211341
8405023502307042ENGLISH                  11112213341
8405023502307059                         12222211226
8405023502307069                         22222222229
8405023502307071                         12212231133
8405023502307099                         29999999999
8405023502307109                         11222221121
8405023502307119                         12222223221
8405023502307129                         12221231136
8405023502307139                         12222221121
8405023502307149                         11122211231
8405023502307159                         12222121231
8405023502307169                         12222221231
8405023502307189                         11112212131
8405023502307199                         12212221115
8405023502307201                         99999991123
8405023502307219                         12222211221
8405023502307221                         99999991133
8405023502307239                         12122211341
8405023502307241                         12292211343
8405023502307251                         99999992443
8405023502307262                         22222211139
8405023502314019                         11222211231
8405023502314029                         12222239991
8405023502314032                         12212221141
8405023502314049                         11112219992
8405023502314052                         12121221292
8405023502314069                         12122212131
8405023502314079                         22222212221
8405023502314081                         21111211233
8405023502314099                         12112231241
8405023502314109                         12222242341
8405023502314112HMONG                    22222221124
8405023502314129                         12222211231
8405023502314132LATINO                   12222213242
8405023502314149                         22212211941
8405023502314159                         12222211231
8405023502314169                         12222211141
8405023502314179                         12212221335
8405023502314189                         12222211341
8405023502314192ENGLISH                  22222221211
8405023502314209                         12222221221
8405023502314212JAPANESE                 22112221125
8405023502314239                         12212211141
