8405001500101011994 4
8405001500102021996 1
8405002500201011989 4
8405002500202021987 2
8405003500301011994 1
840500350030202      
8405004500401011995 7
8405004500402022014 1
840500550050101999999
8405006500601012006 1
8405006500602022009 2
8405007500701012013 4
8405007500702021992 4
8405008500801012006 1
8405008500801022006 1
8405008500801032006 1
8405009500901012000 2
8405009500901022000 2
840501050100101      
840501050100202      
8405011501101011999 1
840501250120103200110
8405012501202022001 2
840501250120304      
8405013501301012017 1
8405013501302021999 2
8405014501401011997 4
8405014501402022001 2
8405015501501012008 1
8405015501501022008 4
8405016501601011988 4
8405016501601021988 1
8405017501701011996 1
8405018501801011998 2
8405018501801021998 2
8405019501901012004 1
8405019501902021993 1
8405020502002022010 2
8405021502101011994 2
8405021502102022015 4
8405022502201012006 1
8405022502202022012 4
8405023502301011995 2
8405023502301021995 2
840502350230203200710
8405024502401012010 1
8405024502402021995 2
8405025502501012010 2
8405025502501022010 4
8405026502601012013 7
8405026502601022013 4
8405027502701011999 2
8405027502702022005 2
8405028502801012015 1
840502850280202      
8405029502901012010 1
8405029502901022010 1
8405029502901032010 1
8405030503001011989 2
8405030503001021989 4
840503150310101      
8405032503201012009 2
8405032503202021997 3
8405033503301012008 4
8405033503302022017 4
8405034503401011995 1
8405036503601012007 2
8405036503602021988 2
8405037503701012002 4
8405037503702022009 2
8405038503801011994 1
8405038503801021994 1
8405039503902021990 4
8405040504001012005 9
8405040504002022017 9
840504050400303      
8405040504004042016 9
8405041504103032009 1
8405042504201011990 4
8405042504202022016 2
8405043504301012012 7
8405043504302022017 4
8405044504401011994 1
8405044504402022011 1
8405045504501011994 1
8405045504501021994 1
8405046504601012014 1
8405046504601022010 4
840504650460203      
840504750470101201099
8405047504702021996 1
8405048504801011990 2
8405048504802022016 2
8405048504802032016 2
8405049504901012010 3
8405049504901022010 3
8405050505001012005 4
840505050500202200810
8405050505003031998 2
8405051505101012004 1
8405051505101022004 1
8405052505201012017 2
8405052505202022012 2
8405053505301012012 5
8405053505301022012 2
8405055505501011997 4
8405055505501031997 2
8405055505502022014 1
8405056505601011992 2
8405057505701011996 1
8405057505702022014 2
8405058505801012001 1
8405058505802022013 1
8405059505901012009 7
8405059505901022009 1
8405060506001012009 4
8405060506002021978 4
8405060506003031971 2
8405061506102022008 2
8405062506201011999 4
8405062506202022005 2
8405063506301012017 1
8405063506302022007 1
8405063506303032015 4
840506450640101999999
840506450640104201310
8405064506402021994 4
8405065506501011997 9
8405065506501021997 9
8405066506601012018 2
8405066506601032018 2
8405067506701012016 2
8405067506701021995 2
8405068506801012007 2
8405068506802022007 2
8405069506901022007 2
8405070507001012018 2
8405070507001022018 2
8405070507002032006 4
840507150710101      
840507150710202      
8405072507201011997 2
8405072507202022002 4
8405073507301012007 2
8405073507302021980 4
8405074507401012003 4
8405074507402022015 4
8405075507501012016 4
8405075507501022003 4
8405076507602022010 2
840507750770101      
840507750770103      
840507750770202      
8405078507801012011 9
8405078507802022006 1
8405079507901011996 4
8405079507902021996 7
8405080508001012012 5
8405080508001022012 2
8405081508102021995 4
840508250820101      
8405082508202021995 2
8405083508301012011 1
8405083508301032011 4
840508350830202      
8405084508401022007 2
8405085508501012016 2
8405086508601012001 4
8405086508602022016 1
840508750870303      
840508850880101      
8405088508802022012 4
8405089508901012007 5
8405089508902022000 4
8405090509005012005 2
8405090509006022005 2
8405091509101012003 4
8405092509201012002 2
8405093509301011989 2
8405093509301021989 2
840509350930203      
8405093509303042012 1
8405094509401022006 2
8405095509501012013 1
8405095509502022016 1
8405096509601012014 2
8405096509602022000 6
8405096509603032006 2
8405097509701012018 2
8405098509801011991 2
8405098509802022011 2
8405099509901011989 2
8405100510001012018 6
8405100510001022018 6
8405101510101012013 1
8405101510102022001 1
8405101510102032001 1
8405102510201012009 4
840510251020202      
8405103510301011993 9
8405103510302022015 5
8405103510302032015 5
8405104510401012013 1
8405104510401022013 1
840510551050101201099
8405106510601011982 4
8405106510602022016 9
8405107510701011998 1
8405107510701021998 4
8405108510802022018 1
8405109510901012010 4
8405109510901022010 2
8405110511001012006 4
8405110511002022006 7
8405110511004042001 2
8405111511101012013 4
8405111511101022013 4
840511251120101      
8405112511202022004 1
8405113511301012004 1
8405113511302022012 4
8405113511303032012 7
8405114511401012003 1
8405114511401022003 1
8405115511501021998 2
8405116511601011997 4
8405116511602021993 4
8405117511702022011 1
8405117511707072019 7
8405118511801012005 2
8405118511802022000 4
8405119511901012014 4
8405119511903032001 1
8405119511904052002 1
8405120512001012001 4
8405120512002021999 4
8405121512101012016 4
8405122512201011995 4
8405122512201021995 2
8405123512301012010 4
8405123512302022016 9
840512451240101200299
8405124512401022002 1
8405125512501012016 4
840512551250102201699
8405126512601011996 4
8405126512602022000 1
8405127512701012008 4
8405127512702022015 1
8405128512801012014 1
8405128512801032014 1
8405128512802022007 2
8405129512901011998 1
8405129512902022010 2
8405131513101012000 4
8405131513101022000 4
8405131513102032002 4
8405131513103042000 1
8405132513201012000 1
840513251320202199710
8405132513203032000 7
8405133513301012015 1
840513351330202      
8405134513401011984 5
8405134513401021984 4
8405134513401031984 4
8405135513501021992 2
840513651360101      
8405137513701011996 4
8405138513801012002 2
8405138513802022008 2
8405139513901012007 1
8405139513902021997 6
8405140514001012017 2
8405140514002022013 5
8405141514101012005 4
8405141514102021995 2
8405142514201012001 1
8405143514301012009 4
8405143514302022008 2
8405144514401012004 1
8405144514402021984 1
8405145514501011998 9
